algorithm,primal_lb,instance,status,time_elapsed,num_items,num_classes,repetition,pisinger_R,knapsack_generator,optimal
mckp,231237.0,circle_1000-rnduniform-rnduniform-500-20-1,feasible,4.333623552,500,20,1,1000,circle,True
mckp,328547.0,span_weakly_correlated_10000-rnduniform-rnduniform-100-20-5,feasible,3.586076434,100,20,5,10000,span_weakly_correlated,True
mckp,1625705.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-100-8,feasible,10.048590562,500,100,8,10000,span_strongly_correlated,True
compact,8342152.0,span_uncorrelated_10000-rnduniform-rnduniform-2000-100-2,feasible,0.0924849510192871,2000,100,2,10000,span_uncorrelated,True
mckp,660897.0,strongly_correlated_1000-rnduniform-rnduniform-2000-100-7,feasible,12.370620441,2000,100,7,1000,strongly_correlated,True
mckp,920466.0,circle_10000-rnduniform-rnduniform-200-20-3,feasible,3.393920574,200,20,3,10000,circle,True
compact,683904.0,almost_strongly_correlated_1000-rnduniform-rnduniform-2000-20-9,feasible,0.5819640159606934,2000,20,9,1000,almost_strongly_correlated,False
compact,48321.0,span_weakly_correlated_1000-rnduniform-rnduniform-200-20-6,feasible,3600.0005190372467,200,20,6,1000,span_weakly_correlated,False
compact,845195.0,circle_10000-rnduniform-rnduniform-200-100-5,feasible,0.002838134765625,200,100,5,10000,circle,True
compact,367864.0,uncorrelated_10000-rnduniform-rnduniform-100-20-5,feasible,0.0052919387817382,100,20,5,10000,uncorrelated,True
compact,254631.0,profit_ceiling_10000-rnduniform-rnduniform-100-20-6,feasible,0.082643985748291,100,20,6,10000,profit_ceiling,True
compact,6318592.0,strongly_correlated_10000-rnduniform-rnduniform-2000-100-5,feasible,3600.0016629695892,2000,100,5,10000,strongly_correlated,False
mckp,567386.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-200-20-7,feasible,4.36603015,200,20,7,10000,inverse_strongly_correlated,True
compact,124621.0,span_weakly_correlated_10000-rnduniform-rnduniform-100-20-6,feasible,16.037297010421753,100,20,6,10000,span_weakly_correlated,True
mckp,270756.0,span_strongly_correlated_10000-rnduniform-rnduniform-100-20-0,feasible,2.27838274,100,20,0,10000,span_strongly_correlated,True
compact,1608643.0,strongly_correlated_10000-rnduniform-rnduniform-500-100-9,feasible,0.0618140697479248,500,100,9,10000,strongly_correlated,True
mckp,444031.0,circle_10000-rnduniform-rnduniform-100-20-0,feasible,2.2908721940000003,100,20,0,10000,circle,True
mckp,501505.0,span_uncorrelated_10000-rnduniform-rnduniform-200-20-3,feasible,5.251397680999999,200,20,3,10000,span_uncorrelated,True
mckp,898964.0,span_weakly_correlated_10000-rnduniform-rnduniform-200-100-0,feasible,10.97661464,200,100,0,10000,span_weakly_correlated,True
compact,706057.0,uncorrelated_similar-rnduniform-rnduniform-2000-20-1,feasible,0.0522511005401611,2000,20,1,100000,uncorrelated_similar,True
compact,63946.0,almost_strongly_correlated_1000-rnduniform-rnduniform-200-20-5,feasible,3600.000347852707,200,20,5,1000,almost_strongly_correlated,False
compact,2812188.0,span_uncorrelated_10000-rnduniform-rnduniform-500-20-7,feasible,0.0165519714355468,500,20,7,10000,span_uncorrelated,True
compact,31369.0,span_uncorrelated_1000-rnduniform-rnduniform-100-20-1,feasible,4.76440691947937,100,20,1,1000,span_uncorrelated,True
compact,74799.0,uncorrelated_1000-rnduniform-rnduniform-200-20-2,feasible,0.0105221271514892,200,20,2,1000,uncorrelated,True
mckp,48798.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-200-20-2,feasible,0.3442760609999999,200,20,2,1000,inverse_strongly_correlated,True
mckp,242750.0,subset_sum_1000-rnduniform-rnduniform-1000-20-4,feasible,21.002846884,1000,20,4,1000,subset_sum,True
mckp,5198400.0,mstr_10000-rnduniform-rnduniform-2000-100-4,feasible,79.128039758,2000,100,4,10000,mstr,True
mckp,801975.0,uncorrelated_10000-rnduniform-rnduniform-200-20-9,feasible,5.033159038,200,20,9,10000,uncorrelated,True
compact,30325.0,almost_strongly_correlated_1000-rnduniform-rnduniform-100-20-6,feasible,0.0235869884490966,100,20,6,1000,almost_strongly_correlated,True
mckp,4773652.0,mstr_10000-rnduniform-rnduniform-2000-100-0,feasible,73.040976015,2000,100,0,10000,mstr,True
mckp,1007732.0,circle_1000-rnduniform-rnduniform-2000-100-7,feasible,10.173641662,2000,100,7,1000,circle,True
mckp,336122.0,strongly_correlated_1000-rnduniform-rnduniform-1000-100-8,feasible,2.738670238,1000,100,8,1000,strongly_correlated,True
mckp,4435931.0,subset_sum_10000-rnduniform-rnduniform-2000-20-0,feasible,601.448386856,2000,20,0,10000,subset_sum,True
mckp,5232237.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-20-5,feasible,2195.982044901,2000,20,5,10000,inverse_strongly_correlated,True
mckp,501250.0,circle_1000-rnduniform-rnduniform-1000-20-7,feasible,27.10242661,1000,20,7,1000,circle,True
compact,618695.0,span_strongly_correlated_1000-rnduniform-rnduniform-1000-100-8,feasible,3600.0007841587067,1000,100,8,1000,span_strongly_correlated,False
mckp,5446596.0,mstr_10000-rnduniform-rnduniform-2000-20-7,feasible,1682.201413384,2000,20,7,10000,mstr,True
compact,182766.0,span_strongly_correlated_1000-rnduniform-rnduniform-500-20-0,feasible,3600.000407934189,500,20,0,1000,span_strongly_correlated,False
compact,114687.0,profit_ceiling_1000-rnduniform-rnduniform-500-20-2,feasible,0.0062360763549804,500,20,2,1000,profit_ceiling,True
compact,41129.0,mstr_1000-rnduniform-rnduniform-100-20-8,feasible,0.0304219722747802,100,20,8,1000,mstr,True
mckp,2652747.0,subset_sum_10000-rnduniform-rnduniform-1000-100-9,feasible,18.119924483,1000,100,9,10000,subset_sum,True
compact,271310.99999999953,mstr_10000-rnduniform-rnduniform-100-20-9,feasible,0.1876628398895263,100,20,9,10000,mstr,True
compact,319893.0,span_uncorrelated_1000-rnduniform-rnduniform-1000-20-1,feasible,0.0155920982360839,1000,20,1,1000,span_uncorrelated,True
mckp,312782.0,strongly_correlated_1000-rnduniform-rnduniform-1000-20-5,feasible,22.045719397,1000,20,5,1000,strongly_correlated,True
mckp,614579.0,span_strongly_correlated_1000-rnduniform-rnduniform-2000-20-4,feasible,45.112065042,2000,20,4,1000,span_strongly_correlated,True
mckp,471794.0,subset_sum_10000-rnduniform-rnduniform-200-20-5,feasible,3.430955231,200,20,5,10000,subset_sum,True
compact,501505.0,span_uncorrelated_10000-rnduniform-rnduniform-200-20-3,feasible,0.0417609214782714,200,20,3,10000,span_uncorrelated,True
mckp,230970.0,profit_ceiling_10000-rnduniform-rnduniform-100-20-8,feasible,1.954844059,100,20,8,10000,profit_ceiling,True
compact,490399.0,mstr_10000-rnduniform-rnduniform-200-20-3,feasible,0.6511189937591553,200,20,3,10000,mstr,True
mckp,1873832.0,span_weakly_correlated_10000-rnduniform-rnduniform-1000-100-6,feasible,17.251271621,1000,100,6,10000,span_weakly_correlated,True
compact,600193.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-100-4,feasible,0.2858469486236572,2000,100,4,1000,span_uncorrelated,True
mckp,5156394.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-8,feasible,1716.094758946,2000,20,8,10000,profit_ceiling,True
mckp,5170287.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-7,feasible,1928.168671958,2000,20,7,10000,profit_ceiling,True
compact,188654.0,span_uncorrelated_10000-rnduniform-rnduniform-50-20-8,feasible,0.0028340816497802,50,20,8,10000,span_uncorrelated,True
mckp,3787862.0,uncorrelated_10000-rnduniform-rnduniform-1000-100-1,feasible,21.828607973,1000,100,1,10000,uncorrelated,True
mckp,366151.0,uncorrelated_similar-rnduniform-rnduniform-1000-20-5,feasible,1912.241379649,1000,20,5,100000,uncorrelated_similar,True
compact,5170287.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-7,feasible,0.0605599880218505,2000,20,7,10000,profit_ceiling,False
compact,204244.0,mstr_1000-rnduniform-rnduniform-500-20-7,feasible,340.223769903183,500,20,7,1000,mstr,True
mckp,247683.0,subset_sum_1000-rnduniform-rnduniform-1000-20-5,feasible,19.97948322,1000,20,5,1000,subset_sum,True
mckp,391256.0,span_uncorrelated_1000-rnduniform-rnduniform-500-20-2,feasible,1.955872981,500,20,2,1000,span_uncorrelated,True
mckp,550169.0,almost_strongly_correlated_10000-rnduniform-rnduniform-200-20-0,feasible,4.4740328080000005,200,20,0,10000,almost_strongly_correlated,True
mckp,400036.0,uncorrelated_1000-rnduniform-rnduniform-1000-100-7,feasible,2.531401663,1000,100,7,1000,uncorrelated,True
mckp,2910713.0,weakly_correlated_10000-rnduniform-rnduniform-1000-100-9,feasible,17.383222384,1000,100,9,10000,weakly_correlated,True
compact,580227.0,span_uncorrelated_10000-rnduniform-rnduniform-200-20-1,feasible,0.0196869373321533,200,20,1,10000,span_uncorrelated,True
mckp,817512.0,uncorrelated_1000-rnduniform-rnduniform-2000-20-6,feasible,493.508992021,2000,20,6,1000,uncorrelated,True
mckp,44954.0,subset_sum_1000-rnduniform-rnduniform-200-20-4,feasible,0.277276032,200,20,4,1000,subset_sum,True
compact,66315.0,almost_strongly_correlated_1000-rnduniform-rnduniform-200-20-8,feasible,0.2600030899047851,200,20,8,1000,almost_strongly_correlated,True
compact,4997880.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-5,feasible,0.0316648483276367,2000,20,5,10000,profit_ceiling,False
compact,195510.0,mstr_1000-rnduniform-rnduniform-500-100-6,feasible,0.0578961372375488,500,100,6,1000,mstr,True
mckp,537421.0,almost_strongly_correlated_10000-rnduniform-rnduniform-200-100-0,feasible,4.662961841,200,100,0,10000,almost_strongly_correlated,True
mckp,6790.0,span_weakly_correlated_1000-rnduniform-rnduniform-50-20-8,feasible,0.068216804,50,20,8,1000,span_weakly_correlated,True
mckp,13008.0,span_strongly_correlated_1000-rnduniform-rnduniform-50-20-9,feasible,0.093877017,50,20,9,1000,span_strongly_correlated,True
mckp,2515803.0,weakly_correlated_10000-rnduniform-rnduniform-1000-100-1,feasible,21.859618032999997,1000,100,1,10000,weakly_correlated,True
compact,24672.0,span_strongly_correlated_1000-rnduniform-rnduniform-200-100-3,feasible,0.0034141540527343,200,100,3,1000,span_strongly_correlated,True
mckp,2364477.0,profit_ceiling_10000-rnduniform-rnduniform-1000-100-3,feasible,22.968031668,1000,100,3,10000,profit_ceiling,True
compact,54525.0,span_uncorrelated_1000-rnduniform-rnduniform-200-100-2,feasible,0.0030069351196289,200,100,2,1000,span_uncorrelated,True
mckp,6943938.0,span_weakly_correlated_10000-rnduniform-rnduniform-2000-20-8,feasible,369.557826643,2000,20,8,10000,span_weakly_correlated,True
compact,253118.0,mstr_10000-rnduniform-rnduniform-100-20-5,feasible,0.1867997646331787,100,20,5,10000,mstr,True
mckp,2173446.0,span_weakly_correlated_10000-rnduniform-rnduniform-500-20-9,feasible,37.796102427,500,20,9,10000,span_weakly_correlated,True
compact,36319.0,uncorrelated_similar-rnduniform-rnduniform-100-20-9,feasible,0.0044639110565185,100,20,9,100000,uncorrelated_similar,True
compact,25186.0,subset_sum_1000-rnduniform-rnduniform-100-20-8,feasible,0.0086171627044677,100,20,8,1000,subset_sum,True
mckp,27391.0,weakly_correlated_1000-rnduniform-rnduniform-100-20-9,feasible,0.186133065,100,20,9,1000,weakly_correlated,True
mckp,4689968.0,span_weakly_correlated_10000-rnduniform-rnduniform-1000-20-4,feasible,133.200068253,1000,20,4,10000,span_weakly_correlated,True
mckp,1362885.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-500-20-6,feasible,43.65706979,500,20,6,10000,inverse_strongly_correlated,True
mckp,76658.0,mstr_1000-rnduniform-rnduniform-200-20-5,feasible,0.343586728,200,20,5,1000,mstr,True
mckp,3312535.0,strongly_correlated_10000-rnduniform-rnduniform-1000-100-6,feasible,25.190811011,1000,100,6,10000,strongly_correlated,True
compact,263734.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-1000-20-6,feasible,3600.001965045929,1000,20,6,1000,inverse_strongly_correlated,False
compact,290832.0,strongly_correlated_10000-rnduniform-rnduniform-100-20-3,feasible,0.0868699550628662,100,20,3,10000,strongly_correlated,True
mckp,5394924.0,span_weakly_correlated_10000-rnduniform-rnduniform-2000-20-3,feasible,339.439833549,2000,20,3,10000,span_weakly_correlated,True
compact,479464.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-200-100-1,feasible,0.036482810974121,200,100,1,10000,inverse_strongly_correlated,True
compact,5785974.0,span_uncorrelated_10000-rnduniform-rnduniform-1000-100-8,feasible,0.0475618839263916,1000,100,8,10000,span_uncorrelated,True
compact,87277.0,span_uncorrelated_1000-rnduniform-rnduniform-200-100-3,feasible,0.0024831295013427,200,100,3,1000,span_uncorrelated,True
compact,1345311.0,profit_ceiling_10000-rnduniform-rnduniform-500-20-7,feasible,0.3112249374389648,500,20,7,10000,profit_ceiling,True
mckp,56622.0,weakly_correlated_1000-rnduniform-rnduniform-200-20-6,feasible,0.331326805,200,20,6,1000,weakly_correlated,True
mckp,7759971.0,uncorrelated_10000-rnduniform-rnduniform-2000-20-1,feasible,6534.192429217001,2000,20,1,10000,uncorrelated,False
compact,297725.0,weakly_correlated_1000-rnduniform-rnduniform-1000-100-9,feasible,0.1989400386810302,1000,100,9,1000,weakly_correlated,True
compact,23838.0,subset_sum_1000-rnduniform-rnduniform-100-20-2,feasible,0.0024220943450927,100,20,2,1000,subset_sum,True
mckp,496514.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-20-5,feasible,17.744785751,1000,20,5,1000,span_weakly_correlated,True
mckp,275868.0,almost_strongly_correlated_10000-rnduniform-rnduniform-100-20-0,feasible,3.040174622,100,20,0,10000,almost_strongly_correlated,True
compact,510969.0,weakly_correlated_1000-rnduniform-rnduniform-2000-100-1,feasible,0.0799698829650878,2000,100,1,1000,weakly_correlated,True
mckp,305073.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-100-20-8,feasible,3.612610916,100,20,8,10000,inverse_strongly_correlated,True
compact,2652745.0,subset_sum_10000-rnduniform-rnduniform-1000-100-9,feasible,0.0205240249633789,1000,100,9,10000,subset_sum,False
mckp,100870.0,circle_1000-rnduniform-rnduniform-200-20-7,feasible,0.334290341,200,20,7,1000,circle,True
compact,4219254.0,span_strongly_correlated_10000-rnduniform-rnduniform-1000-100-0,feasible,3600.000988960266,1000,100,0,10000,span_strongly_correlated,False
mckp,580227.0,span_uncorrelated_10000-rnduniform-rnduniform-200-20-1,feasible,6.473724633,200,20,1,10000,span_uncorrelated,True
compact,307117.0,span_strongly_correlated_1000-rnduniform-rnduniform-1000-100-5,feasible,3600.0006539821625,1000,100,5,1000,span_strongly_correlated,False
compact,872227.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-20-5,feasible,0.0133020877838134,2000,20,5,1000,span_uncorrelated,True
mckp,1963602.0,uncorrelated_10000-rnduniform-rnduniform-500-20-1,feasible,37.798808926,500,20,1,10000,uncorrelated,True
mckp,6123401.0,almost_strongly_correlated_10000-rnduniform-rnduniform-2000-20-3,feasible,1945.100923172,2000,20,3,10000,almost_strongly_correlated,True
mckp,772313.0,mstr_1000-rnduniform-rnduniform-2000-20-3,feasible,135.312023895,2000,20,3,1000,mstr,True
compact,247202.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-1000-100-3,feasible,0.1238470077514648,1000,100,3,1000,inverse_strongly_correlated,True
compact,7579644.0,span_strongly_correlated_10000-rnduniform-rnduniform-2000-100-8,feasible,3600.001163959503,2000,100,8,10000,span_strongly_correlated,False
compact,334537.0,span_uncorrelated_1000-rnduniform-rnduniform-1000-100-0,feasible,0.0396010875701904,1000,100,0,1000,span_uncorrelated,True
compact,255917.0,subset_sum_10000-rnduniform-rnduniform-100-20-3,feasible,0.3862838745117187,100,20,3,10000,subset_sum,True
compact,759215.0,uncorrelated_1000-rnduniform-rnduniform-2000-100-0,feasible,0.1287939548492431,2000,100,0,1000,uncorrelated,False
mckp,40796.0,span_strongly_correlated_1000-rnduniform-rnduniform-100-20-8,feasible,0.219304801,100,20,8,1000,span_strongly_correlated,True
mckp,39372.0,span_uncorrelated_1000-rnduniform-rnduniform-100-20-0,feasible,0.357902042,100,20,0,1000,span_uncorrelated,True
mckp,291773.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-1000-20-9,feasible,24.515706309,1000,20,9,1000,inverse_strongly_correlated,True
mckp,1085480.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-20-9,feasible,10.764548262,500,20,9,10000,span_strongly_correlated,True
compact,3798079.0,uncorrelated_10000-rnduniform-rnduniform-1000-100-2,feasible,0.0717320442199707,1000,100,2,10000,uncorrelated,True
mckp,514748.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-2000-100-4,feasible,12.866691889,2000,100,4,1000,inverse_strongly_correlated,True
compact,51760.0,span_weakly_correlated_1000-rnduniform-rnduniform-200-100-2,feasible,0.0039288997650146,200,100,2,1000,span_weakly_correlated,True
compact,100870.0,circle_1000-rnduniform-rnduniform-200-20-7,feasible,0.0367741584777832,200,20,7,1000,circle,True
mckp,2512119.0,profit_ceiling_10000-rnduniform-rnduniform-1000-100-5,feasible,28.131548475,1000,100,5,10000,profit_ceiling,True
mckp,54525.0,span_uncorrelated_1000-rnduniform-rnduniform-200-100-2,feasible,0.456325647,200,100,2,1000,span_uncorrelated,True
mckp,6023870.0,almost_strongly_correlated_10000-rnduniform-rnduniform-2000-100-3,feasible,90.744359437,2000,100,3,10000,almost_strongly_correlated,True
mckp,256082.0,weakly_correlated_10000-rnduniform-rnduniform-100-20-3,feasible,2.1941011849999996,100,20,3,10000,weakly_correlated,True
compact,292124.0,span_strongly_correlated_1000-rnduniform-rnduniform-2000-20-6,feasible,0.0150220394134521,2000,20,6,1000,span_strongly_correlated,True
compact,2217892.0,span_uncorrelated_10000-rnduniform-rnduniform-500-20-1,feasible,0.0748519897460937,500,20,1,10000,span_uncorrelated,True
compact,73920.0,strongly_correlated_1000-rnduniform-rnduniform-200-20-9,feasible,0.134761095046997,200,20,9,1000,strongly_correlated,True
mckp,800125.0,mstr_1000-rnduniform-rnduniform-2000-20-5,feasible,153.24950653800002,2000,20,5,1000,mstr,True
mckp,527692.0,subset_sum_1000-rnduniform-rnduniform-2000-100-8,feasible,11.104632147,2000,100,8,1000,subset_sum,True
compact,2519638.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-20-6,feasible,3600.0007269382477,500,20,6,10000,span_strongly_correlated,False
mckp,380785.0,uncorrelated_1000-rnduniform-rnduniform-1000-20-0,feasible,48.835825905,1000,20,0,1000,uncorrelated,True
mckp,473877.0,profit_ceiling_1000-rnduniform-rnduniform-2000-100-3,feasible,13.077261291,2000,100,3,1000,profit_ceiling,True
mckp,384982.0,uncorrelated_similar-rnduniform-rnduniform-1000-20-9,feasible,1168.1817031429998,1000,20,9,100000,uncorrelated_similar,True
compact,11438.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-50-20-3,feasible,0.0109760761260986,50,20,3,1000,inverse_strongly_correlated,True
compact,30687.0,strongly_correlated_1000-rnduniform-rnduniform-100-20-6,feasible,0.0154769420623779,100,20,6,1000,strongly_correlated,True
compact,7032295.0,span_strongly_correlated_10000-rnduniform-rnduniform-2000-20-0,feasible,3600.001326084137,2000,20,0,10000,span_strongly_correlated,False
mckp,72147.0,span_weakly_correlated_1000-rnduniform-rnduniform-200-100-3,feasible,0.445284428,200,100,3,1000,span_weakly_correlated,True
compact,49119.0,span_uncorrelated_1000-rnduniform-rnduniform-200-20-2,feasible,0.1013450622558593,200,20,2,1000,span_uncorrelated,True
mckp,4125178.0,uncorrelated_10000-rnduniform-rnduniform-1000-20-8,feasible,675.404216199,1000,20,8,10000,uncorrelated,True
compact,1560975.0,almost_strongly_correlated_10000-rnduniform-rnduniform-500-20-3,feasible,22.72261619567871,500,20,3,10000,almost_strongly_correlated,False
compact,1647984.0,strongly_correlated_10000-rnduniform-rnduniform-500-20-7,feasible,3600.000499010086,500,20,7,10000,strongly_correlated,False
mckp,522081.0,circle_1000-rnduniform-rnduniform-1000-20-9,feasible,21.043757338,1000,20,9,1000,circle,True
mckp,21718.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-100-20-0,feasible,0.209179946,100,20,0,1000,inverse_strongly_correlated,True
mckp,646393.0,almost_strongly_correlated_10000-rnduniform-rnduniform-200-20-9,feasible,4.3840383130000005,200,20,9,10000,almost_strongly_correlated,True
mckp,2160763.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-20-5,feasible,23.373279799,500,20,5,10000,span_strongly_correlated,True
compact,5953272.0,strongly_correlated_10000-rnduniform-rnduniform-2000-20-1,feasible,3600.001183986664,2000,20,1,10000,strongly_correlated,False
compact,264509.0,weakly_correlated_1000-rnduniform-rnduniform-1000-20-5,feasible,0.0159649848937988,1000,20,5,1000,weakly_correlated,True
mckp,5497690.0,weakly_correlated_10000-rnduniform-rnduniform-2000-20-6,feasible,2309.903433021,2000,20,6,10000,weakly_correlated,True
mckp,815848.0,circle_10000-rnduniform-rnduniform-200-100-1,feasible,4.942308793,200,100,1,10000,circle,True
compact,632471.0,strongly_correlated_1000-rnduniform-rnduniform-2000-20-5,feasible,3600.001326084137,2000,20,5,1000,strongly_correlated,False
mckp,89760.0,span_weakly_correlated_1000-rnduniform-rnduniform-200-20-7,feasible,0.582531762,200,20,7,1000,span_weakly_correlated,True
mckp,511854.0,profit_ceiling_10000-rnduniform-rnduniform-200-20-4,feasible,5.866604809,200,20,4,10000,profit_ceiling,True
mckp,183531.0,span_uncorrelated_10000-rnduniform-rnduniform-200-20-8,feasible,7.741737951,200,20,8,10000,span_uncorrelated,True
mckp,401511.0,mstr_1000-rnduniform-rnduniform-1000-100-7,feasible,1.392141371,1000,100,7,1000,mstr,True
compact,504517.0,subset_sum_1000-rnduniform-rnduniform-2000-20-6,feasible,0.0163938999176025,2000,20,6,1000,subset_sum,True
mckp,2909509.0,strongly_correlated_10000-rnduniform-rnduniform-1000-100-1,feasible,17.960522423,1000,100,1,10000,strongly_correlated,True
compact,191836.0,mstr_1000-rnduniform-rnduniform-500-20-3,feasible,170.309152841568,500,20,3,1000,mstr,True
compact,139685.0,weakly_correlated_10000-rnduniform-rnduniform-50-20-6,feasible,0.0142760276794433,50,20,6,10000,weakly_correlated,True
mckp,946485.0,span_strongly_correlated_10000-rnduniform-rnduniform-200-20-3,feasible,8.581788924,200,20,3,10000,span_strongly_correlated,True
mckp,2282054.0,circle_10000-rnduniform-rnduniform-500-20-3,feasible,45.069297565,500,20,3,10000,circle,True
mckp,52486.0,weakly_correlated_1000-rnduniform-rnduniform-200-20-4,feasible,0.30148818,200,20,4,1000,weakly_correlated,True
compact,240901.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-1000-20-0,feasible,0.1239869594573974,1000,20,0,1000,inverse_strongly_correlated,True
compact,6656077.0,almost_strongly_correlated_10000-rnduniform-rnduniform-2000-20-8,feasible,0.062626838684082,2000,20,8,10000,almost_strongly_correlated,False
compact,9687391.0,circle_10000-rnduniform-rnduniform-2000-20-4,feasible,1452.6998209953308,2000,20,4,10000,circle,False
compact,4049229.0,circle_10000-rnduniform-rnduniform-1000-500-1,feasible,0.0136239528656005,1000,500,1,10000,circle,True
compact,137658.0,profit_ceiling_1000-rnduniform-rnduniform-500-20-9,feasible,0.0091259479522705,500,20,9,1000,profit_ceiling,True
compact,4910585.0,span_uncorrelated_10000-rnduniform-rnduniform-1000-100-5,feasible,0.05324387550354,1000,100,5,10000,span_uncorrelated,True
mckp,405479.0,uncorrelated_1000-rnduniform-rnduniform-1000-100-6,feasible,1.545905058,1000,100,6,1000,uncorrelated,True
mckp,1005629.0,span_weakly_correlated_10000-rnduniform-rnduniform-200-20-8,feasible,10.702761662,200,20,8,10000,span_weakly_correlated,True
mckp,355529.0,uncorrelated_similar-rnduniform-rnduniform-1000-100-3,feasible,459.074026745,1000,100,3,100000,uncorrelated_similar,True
mckp,1029325.0,circle_1000-rnduniform-rnduniform-2000-20-8,feasible,104.205282392,2000,20,8,1000,circle,True
compact,275597.0,almost_strongly_correlated_1000-rnduniform-rnduniform-1000-500-1,feasible,0.0142810344696044,1000,500,1,1000,almost_strongly_correlated,True
compact,18708.0,mstr_1000-rnduniform-rnduniform-50-20-3,feasible,0.0029900074005126,50,20,3,1000,mstr,True
mckp,878408.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-100-0,feasible,8.740090762000001,2000,100,0,1000,span_uncorrelated,True
mckp,263082.0,subset_sum_1000-rnduniform-rnduniform-1000-20-9,feasible,18.095991064,1000,20,9,1000,subset_sum,True
compact,745222.0,uncorrelated_similar-rnduniform-rnduniform-2000-20-4,feasible,0.0568058490753173,2000,20,4,100000,uncorrelated_similar,True
compact,46125.0,span_strongly_correlated_1000-rnduniform-rnduniform-100-20-4,feasible,172.80641412734985,100,20,4,1000,span_strongly_correlated,True
mckp,31622.0,span_weakly_correlated_1000-rnduniform-rnduniform-200-20-2,feasible,0.204612181,200,20,2,1000,span_weakly_correlated,True
mckp,519924.0,mstr_10000-rnduniform-rnduniform-200-20-5,feasible,3.586316587,200,20,5,10000,mstr,True
compact,4067535.0,span_uncorrelated_10000-rnduniform-rnduniform-1000-20-5,feasible,0.0207750797271728,1000,20,5,10000,span_uncorrelated,True
mckp,504517.0,subset_sum_1000-rnduniform-rnduniform-2000-20-6,feasible,75.621231742,2000,20,6,1000,subset_sum,True
compact,1409428.0,almost_strongly_correlated_10000-rnduniform-rnduniform-500-20-0,feasible,0.1736369132995605,500,20,0,10000,almost_strongly_correlated,False
mckp,776541.0,mstr_1000-rnduniform-rnduniform-2000-100-3,feasible,15.443759072,2000,100,3,1000,mstr,True
mckp,412146.0,uncorrelated_1000-rnduniform-rnduniform-1000-20-7,feasible,48.595928133,1000,20,7,1000,uncorrelated,True
compact,435832.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-200-100-3,feasible,0.004565954208374,200,100,3,10000,inverse_strongly_correlated,True
compact,357528.0,uncorrelated_1000-rnduniform-rnduniform-1000-100-0,feasible,0.0702159404754638,1000,100,0,1000,uncorrelated,True
mckp,524066.0,subset_sum_1000-rnduniform-rnduniform-2000-20-9,feasible,65.3248616,2000,20,9,1000,subset_sum,True
mckp,510777.0,weakly_correlated_10000-rnduniform-rnduniform-200-100-1,feasible,4.9279918149999995,200,100,1,10000,weakly_correlated,True
mckp,4454643.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-0,feasible,1323.7344791530002,2000,20,0,10000,profit_ceiling,True
compact,529867.0,weakly_correlated_1000-rnduniform-rnduniform-2000-20-3,feasible,0.1134440898895263,2000,20,3,1000,weakly_correlated,False
mckp,570701.0,span_weakly_correlated_10000-rnduniform-rnduniform-200-20-0,feasible,3.946639524,200,20,0,10000,span_weakly_correlated,True
compact,5867780.0,span_strongly_correlated_10000-rnduniform-rnduniform-1000-20-4,feasible,3600.0009388923645,1000,20,4,10000,span_strongly_correlated,False
compact,4406596.0,subset_sum_10000-rnduniform-rnduniform-2000-100-0,feasible,0.0312349796295166,2000,100,0,10000,subset_sum,True
mckp,778366.0,uncorrelated_10000-rnduniform-rnduniform-200-20-6,feasible,5.315327814,200,20,6,10000,uncorrelated,True
compact,4687642.0,circle_10000-rnduniform-rnduniform-1000-100-4,feasible,0.3450350761413574,1000,100,4,10000,circle,False
mckp,472513.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-2000-20-0,feasible,123.510048311,2000,20,0,1000,inverse_strongly_correlated,True
compact,5536948.0,mstr_10000-rnduniform-rnduniform-2000-100-8,feasible,3600.001974105835,2000,100,8,10000,mstr,False
mckp,2335113.0,mstr_10000-rnduniform-rnduniform-1000-100-0,feasible,22.994732133,1000,100,0,10000,mstr,True
