algorithm,primal_lb,instance,status,time_elapsed,num_items,num_classes,repetition,pisinger_R,knapsack_generator,optimal
mckp,868270.0,span_weakly_correlated_10000-rnduniform-rnduniform-500-20-3,feasible,14.602338797,500,20,3,10000,span_weakly_correlated,True
mckp,4991430.0,circle_10000-rnduniform-rnduniform-1000-100-8,feasible,17.465014215,1000,100,8,10000,circle,True
compact,1317071.0,subset_sum_10000-rnduniform-rnduniform-500-20-9,feasible,0.0065991878509521,500,20,9,10000,subset_sum,True
compact,7802553.0,uncorrelated_10000-rnduniform-rnduniform-2000-100-3,feasible,0.0902421474456787,2000,100,3,10000,uncorrelated,False
compact,2178680.0,span_weakly_correlated_10000-rnduniform-rnduniform-500-20-6,feasible,3600.000615119934,500,20,6,10000,span_weakly_correlated,False
compact,259823.0,subset_sum_10000-rnduniform-rnduniform-100-20-9,feasible,0.148965835571289,100,20,9,10000,subset_sum,True
compact,4746925.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-100-0,feasible,137.05415320396423,2000,100,0,10000,inverse_strongly_correlated,False
compact,374574.0,mstr_1000-rnduniform-rnduniform-1000-100-3,feasible,0.0543830394744873,1000,100,3,1000,mstr,True
mckp,655397.0,uncorrelated_10000-rnduniform-rnduniform-200-100-2,feasible,4.414397826,200,100,2,10000,uncorrelated,True
compact,7629974.0,uncorrelated_10000-rnduniform-rnduniform-2000-100-1,feasible,0.1385021209716797,2000,100,1,10000,uncorrelated,False
mckp,1336821.0,weakly_correlated_10000-rnduniform-rnduniform-500-20-3,feasible,38.282007801,500,20,3,10000,weakly_correlated,True
mckp,2475735.0,profit_ceiling_10000-rnduniform-rnduniform-1000-20-6,feasible,462.580387747,1000,20,6,10000,profit_ceiling,True
compact,238085.0,span_uncorrelated_1000-rnduniform-rnduniform-1000-20-5,feasible,0.4084031581878662,1000,20,5,1000,span_uncorrelated,True
compact,163300.0,strongly_correlated_1000-rnduniform-rnduniform-500-20-7,feasible,3600.0005621910095,500,20,7,1000,strongly_correlated,False
mckp,1140915.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-100-3,feasible,5.727525486,2000,100,3,1000,span_uncorrelated,True
mckp,813962.0,mstr_1000-rnduniform-rnduniform-2000-20-6,feasible,139.28762536099998,2000,20,6,1000,mstr,True
compact,3028974.0,span_uncorrelated_10000-rnduniform-rnduniform-500-20-8,feasible,0.0168690681457519,500,20,8,10000,span_uncorrelated,True
compact,597679.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-20-1,feasible,0.0143220424652099,2000,20,1,1000,span_uncorrelated,True
mckp,168018.0,span_strongly_correlated_1000-rnduniform-rnduniform-1000-20-0,feasible,7.865785717,1000,20,0,1000,span_strongly_correlated,True
mckp,759470.0,uncorrelated_similar-rnduniform-rnduniform-2000-100-8,feasible,1119.044291287,2000,100,8,100000,uncorrelated_similar,True
mckp,1455195.0,weakly_correlated_10000-rnduniform-rnduniform-500-20-8,feasible,35.768332242999996,500,20,8,10000,weakly_correlated,True
mckp,9687391.0,circle_10000-rnduniform-rnduniform-2000-20-4,feasible,1170.084511466,2000,20,4,10000,circle,True
mckp,2777360.0,mstr_10000-rnduniform-rnduniform-1000-100-9,feasible,23.264413156,1000,100,9,10000,mstr,True
compact,137888.0,span_weakly_correlated_10000-rnduniform-rnduniform-50-20-6,feasible,0.00459885597229,50,20,6,10000,span_weakly_correlated,True
compact,511599.0,profit_ceiling_10000-rnduniform-rnduniform-200-20-9,feasible,0.0085120201110839,200,20,9,10000,profit_ceiling,True
mckp,2744397.0,almost_strongly_correlated_10000-rnduniform-rnduniform-1000-100-0,feasible,26.136766971999997,1000,100,0,10000,almost_strongly_correlated,True
mckp,95427.0,span_uncorrelated_1000-rnduniform-rnduniform-200-20-4,feasible,0.522243884,200,20,4,1000,span_uncorrelated,True
mckp,2458987.0,subset_sum_10000-rnduniform-rnduniform-1000-20-5,feasible,155.650832482,1000,20,5,10000,subset_sum,True
mckp,2983523.0,strongly_correlated_10000-rnduniform-rnduniform-1000-100-2,feasible,16.756989133999998,1000,100,2,10000,strongly_correlated,True
compact,166196.0,uncorrelated_10000-rnduniform-rnduniform-50-20-8,feasible,0.0019938945770263,50,20,8,10000,uncorrelated,True
mckp,137035.0,strongly_correlated_1000-rnduniform-rnduniform-500-20-0,feasible,3.5105300880000003,500,20,0,1000,strongly_correlated,True
mckp,253803.0,profit_ceiling_1000-rnduniform-rnduniform-1000-100-6,feasible,1.546164233,1000,100,6,1000,profit_ceiling,True
mckp,22086.0,profit_ceiling_1000-rnduniform-rnduniform-100-20-1,feasible,0.215666794,100,20,1,1000,profit_ceiling,True
compact,592069.0,almost_strongly_correlated_1000-rnduniform-rnduniform-2000-20-1,feasible,2113.9809918403625,2000,20,1,1000,almost_strongly_correlated,False
compact,1045037.0,span_strongly_correlated_1000-rnduniform-rnduniform-2000-100-8,feasible,3600.0014939308167,2000,100,8,1000,span_strongly_correlated,False
compact,365737.0,mstr_1000-rnduniform-rnduniform-1000-20-0,feasible,3600.001253128052,1000,20,0,1000,mstr,False
compact,5739095.0,span_uncorrelated_10000-rnduniform-rnduniform-2000-100-4,feasible,3600.001358985901,2000,100,4,10000,span_uncorrelated,False
compact,2493792.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-1000-20-2,feasible,3600.0007429122925,1000,20,2,10000,inverse_strongly_correlated,False
mckp,620327.0,strongly_correlated_1000-rnduniform-rnduniform-2000-100-4,feasible,10.414607373,2000,100,4,1000,strongly_correlated,True
compact,676501.0,strongly_correlated_1000-rnduniform-rnduniform-2000-20-7,feasible,3600.0011970996857,2000,20,7,1000,strongly_correlated,False
mckp,5900222.0,weakly_correlated_10000-rnduniform-rnduniform-2000-20-9,feasible,2267.231372441,2000,20,9,10000,weakly_correlated,True
mckp,498800.0,weakly_correlated_10000-rnduniform-rnduniform-200-20-2,feasible,5.285624523,200,20,2,10000,weakly_correlated,True
mckp,5728281.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-100-9,feasible,88.03712610400001,2000,100,9,10000,inverse_strongly_correlated,True
mckp,184023.0,mstr_1000-rnduniform-rnduniform-500-20-2,feasible,3.925038749,500,20,2,1000,mstr,True
compact,262088.0,weakly_correlated_1000-rnduniform-rnduniform-1000-100-4,feasible,0.0536620616912841,1000,100,4,1000,weakly_correlated,True
compact,2711634.0,profit_ceiling_10000-rnduniform-rnduniform-1000-20-9,feasible,6.602349042892456,1000,20,9,10000,profit_ceiling,False
mckp,586715.0,almost_strongly_correlated_1000-rnduniform-rnduniform-2000-100-1,feasible,12.096947797,2000,100,1,1000,almost_strongly_correlated,True
mckp,2364569.0,subset_sum_10000-rnduniform-rnduniform-1000-100-2,feasible,23.205012326,1000,100,2,10000,subset_sum,True
compact,254541.0,profit_ceiling_1000-rnduniform-rnduniform-1000-20-6,feasible,0.0137920379638671,1000,20,6,1000,profit_ceiling,True
mckp,915809.0,circle_10000-rnduniform-rnduniform-200-20-2,feasible,3.682023731,200,20,2,10000,circle,True
mckp,7207796.0,span_uncorrelated_10000-rnduniform-rnduniform-2000-100-3,feasible,73.716448605,2000,100,3,10000,span_uncorrelated,True
compact,3787862.0,uncorrelated_10000-rnduniform-rnduniform-1000-100-1,feasible,0.0735170841217041,1000,100,1,10000,uncorrelated,True
mckp,143783.0,weakly_correlated_1000-rnduniform-rnduniform-500-20-9,feasible,6.255822005,500,20,9,1000,weakly_correlated,True
compact,537681.0,mstr_10000-rnduniform-rnduniform-200-20-6,feasible,0.223398208618164,200,20,6,10000,mstr,True
compact,229775.0,span_weakly_correlated_1000-rnduniform-rnduniform-500-20-7,feasible,0.0127599239349365,500,20,7,1000,span_weakly_correlated,True
compact,1538439.0,strongly_correlated_10000-rnduniform-rnduniform-500-20-4,feasible,215.0029079914093,500,20,4,10000,strongly_correlated,False
compact,190494.0,span_strongly_correlated_1000-rnduniform-rnduniform-1000-500-0,feasible,0.0117421150207519,1000,500,0,1000,span_strongly_correlated,True
compact,366151.0,uncorrelated_similar-rnduniform-rnduniform-1000-20-5,feasible,0.0445091724395751,1000,20,5,100000,uncorrelated_similar,True
mckp,702306.0,span_weakly_correlated_10000-rnduniform-rnduniform-200-20-5,feasible,7.266690765,200,20,5,10000,span_weakly_correlated,True
compact,783696.0,span_weakly_correlated_1000-rnduniform-rnduniform-2000-100-8,feasible,3600.0019500255585,2000,100,8,1000,span_weakly_correlated,False
mckp,332358.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-20-8,feasible,12.017408055,1000,20,8,1000,span_weakly_correlated,True
mckp,5208670.0,mstr_10000-rnduniform-rnduniform-2000-100-5,feasible,92.117144999,2000,100,5,10000,mstr,True
compact,36122.0,uncorrelated_1000-rnduniform-rnduniform-100-20-2,feasible,0.0041759014129638,100,20,2,1000,uncorrelated,True
mckp,519685.0,subset_sum_10000-rnduniform-rnduniform-200-20-8,feasible,3.69311561,200,20,8,10000,subset_sum,True
mckp,263726.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-1000-100-5,feasible,1.5851025090000002,1000,100,5,1000,inverse_strongly_correlated,True
mckp,61005.0,almost_strongly_correlated_1000-rnduniform-rnduniform-200-20-2,feasible,0.278478306,200,20,2,1000,almost_strongly_correlated,True
mckp,6654764.0,span_uncorrelated_10000-rnduniform-rnduniform-2000-20-9,feasible,368.843748418,2000,20,9,10000,span_uncorrelated,True
compact,178457.0,mstr_1000-rnduniform-rnduniform-500-20-0,feasible,2.179347038269043,500,20,0,1000,mstr,False
compact,70055.0,mstr_1000-rnduniform-rnduniform-200-100-3,feasible,0.0026679039001464,200,100,3,1000,mstr,True
mckp,397023.0,span_weakly_correlated_10000-rnduniform-rnduniform-200-20-1,feasible,4.33658843,200,20,1,10000,span_weakly_correlated,True
mckp,223891.0,subset_sum_1000-rnduniform-rnduniform-1000-100-0,feasible,1.343959695,1000,100,0,1000,subset_sum,True
mckp,44788.0,span_strongly_correlated_1000-rnduniform-rnduniform-100-20-6,feasible,0.290166837,100,20,6,1000,span_strongly_correlated,True
compact,508797.0,weakly_correlated_10000-rnduniform-rnduniform-200-100-2,feasible,0.0038180351257324,200,100,2,10000,weakly_correlated,True
mckp,122021.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-500-20-1,feasible,6.64753246,500,20,1,1000,inverse_strongly_correlated,True
compact,468821.0046631769,circle_10000-rnduniform-rnduniform-100-20-5,feasible,0.0492510795593261,100,20,5,10000,circle,True
compact,551518.0,subset_sum_10000-rnduniform-rnduniform-200-20-9,feasible,0.0318000316619873,200,20,9,10000,subset_sum,True
mckp,175445.0,almost_strongly_correlated_1000-rnduniform-rnduniform-500-20-9,feasible,5.2280577070000005,500,20,9,1000,almost_strongly_correlated,True
compact,1161471.0,profit_ceiling_10000-rnduniform-rnduniform-500-20-2,feasible,3600.0005419254303,500,20,2,10000,profit_ceiling,False
compact,3259048.0,uncorrelated_10000-rnduniform-rnduniform-1000-500-2,feasible,0.0077950954437255,1000,500,2,10000,uncorrelated,True
mckp,149464.0,almost_strongly_correlated_1000-rnduniform-rnduniform-500-20-3,feasible,5.128472959,500,20,3,1000,almost_strongly_correlated,True
compact,2660442.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-20-8,feasible,3600.0004777908325,500,20,8,10000,span_strongly_correlated,False
mckp,2544322.0,span_weakly_correlated_10000-rnduniform-rnduniform-1000-100-2,feasible,20.189897371,1000,100,2,10000,span_weakly_correlated,True
compact,115484.0,subset_sum_1000-rnduniform-rnduniform-500-20-1,feasible,0.0042250156402587,500,20,1,1000,subset_sum,True
compact,524066.0,subset_sum_1000-rnduniform-rnduniform-2000-20-9,feasible,0.0134000778198242,2000,20,9,1000,subset_sum,True
mckp,933017.0,circle_1000-rnduniform-rnduniform-2000-20-1,feasible,88.38017873999999,2000,20,1,1000,circle,True
compact,367223.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-100-1,feasible,3600.000900030136,1000,100,1,1000,span_weakly_correlated,False
mckp,58447.0,almost_strongly_correlated_1000-rnduniform-rnduniform-200-100-3,feasible,0.3048243129999999,200,100,3,1000,almost_strongly_correlated,True
mckp,547620.0,span_strongly_correlated_10000-rnduniform-rnduniform-200-100-2,feasible,4.438910798999999,200,100,2,10000,span_strongly_correlated,True
compact,17621.0,uncorrelated_1000-rnduniform-rnduniform-50-20-1,feasible,0.0027379989624023,50,20,1,1000,uncorrelated,True
mckp,115484.0,subset_sum_1000-rnduniform-rnduniform-500-20-1,feasible,4.289771189,500,20,1,1000,subset_sum,True
mckp,171293.0,strongly_correlated_1000-rnduniform-rnduniform-500-20-8,feasible,5.821770876,500,20,8,1000,strongly_correlated,True
compact,3215995.0,strongly_correlated_10000-rnduniform-rnduniform-1000-100-7,feasible,18.344228982925415,1000,100,7,10000,strongly_correlated,False
mckp,847061.0,circle_10000-rnduniform-rnduniform-200-100-2,feasible,4.855938298,200,100,2,10000,circle,True
compact,2463803.0,subset_sum_10000-rnduniform-rnduniform-1000-100-4,feasible,0.017510175704956,1000,100,4,10000,subset_sum,True
compact,262905.0,subset_sum_1000-rnduniform-rnduniform-1000-20-7,feasible,0.0116071701049804,1000,20,7,1000,subset_sum,True
mckp,494884.0,subset_sum_1000-rnduniform-rnduniform-2000-20-5,feasible,70.40908604399999,2000,20,5,1000,subset_sum,True
compact,314840.0,span_uncorrelated_1000-rnduniform-rnduniform-1000-20-6,feasible,3600.000820159912,1000,20,6,1000,span_uncorrelated,False
compact,640461.0,strongly_correlated_1000-rnduniform-rnduniform-2000-20-4,feasible,0.0940349102020263,2000,20,4,1000,strongly_correlated,False
mckp,1048440.0,span_weakly_correlated_1000-rnduniform-rnduniform-2000-20-9,feasible,91.374663048,2000,20,9,1000,span_weakly_correlated,True
compact,134538.0,weakly_correlated_1000-rnduniform-rnduniform-500-20-6,feasible,0.0295550823211669,500,20,6,1000,weakly_correlated,True
compact,255877.0,weakly_correlated_1000-rnduniform-rnduniform-1000-100-2,feasible,0.1140620708465576,1000,100,2,1000,weakly_correlated,True
compact,2685360.0,span_uncorrelated_10000-rnduniform-rnduniform-500-20-0,feasible,0.0592360496520996,500,20,0,10000,span_uncorrelated,True
compact,679737.0,strongly_correlated_1000-rnduniform-rnduniform-2000-20-9,feasible,3600.0013790130615,2000,20,9,1000,strongly_correlated,False
compact,214689.0,span_uncorrelated_10000-rnduniform-rnduniform-200-100-0,feasible,0.0030598640441894,200,100,0,10000,span_uncorrelated,True
mckp,1261145.0,mstr_10000-rnduniform-rnduniform-500-20-2,feasible,53.311353377,500,20,2,10000,mstr,True
mckp,130224.0,weakly_correlated_1000-rnduniform-rnduniform-500-20-1,feasible,4.396665799,500,20,1,1000,weakly_correlated,True
compact,9371296.0,circle_10000-rnduniform-rnduniform-2000-20-1,feasible,0.1484351158142089,2000,20,1,10000,circle,False
mckp,5126160.0,profit_ceiling_10000-rnduniform-rnduniform-2000-100-7,feasible,92.88076719,2000,100,7,10000,profit_ceiling,True
mckp,495390.0,profit_ceiling_1000-rnduniform-rnduniform-2000-100-5,feasible,10.195123055000002,2000,100,5,1000,profit_ceiling,True
compact,2230839.0,profit_ceiling_10000-rnduniform-rnduniform-1000-20-0,feasible,0.1278228759765625,1000,20,0,10000,profit_ceiling,False
compact,31553.0,almost_strongly_correlated_1000-rnduniform-rnduniform-100-20-9,feasible,0.1577301025390625,100,20,9,1000,almost_strongly_correlated,True
compact,7958972.0,uncorrelated_10000-rnduniform-rnduniform-2000-20-3,feasible,0.1647891998291015,2000,20,3,10000,uncorrelated,False
compact,3381920.0,span_strongly_correlated_10000-rnduniform-rnduniform-1000-100-2,feasible,3600.001191854477,1000,100,2,10000,span_strongly_correlated,False
compact,1208016.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-500-20-3,feasible,46.445404052734375,500,20,3,10000,inverse_strongly_correlated,False
mckp,11866.0,span_uncorrelated_1000-rnduniform-rnduniform-50-20-1,feasible,0.125177201,50,20,1,1000,span_uncorrelated,True
compact,230970.0,profit_ceiling_10000-rnduniform-rnduniform-100-20-8,feasible,0.1304349899291992,100,20,8,10000,profit_ceiling,True
mckp,990987.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-20-1,feasible,12.334573467,500,20,1,10000,span_strongly_correlated,True
compact,228804.0,profit_ceiling_10000-rnduniform-rnduniform-100-20-1,feasible,0.1605329513549804,100,20,1,10000,profit_ceiling,True
mckp,441876.0,profit_ceiling_10000-rnduniform-rnduniform-200-20-2,feasible,3.383927197,200,20,2,10000,profit_ceiling,True
mckp,37442.0,span_uncorrelated_1000-rnduniform-rnduniform-100-20-9,feasible,0.3317213719999999,100,20,9,1000,span_uncorrelated,True
mckp,258210.0,subset_sum_1000-rnduniform-rnduniform-1000-100-8,feasible,1.533301868,1000,100,8,1000,subset_sum,True
compact,462064.0,subset_sum_1000-rnduniform-rnduniform-2000-20-1,feasible,0.0152308940887451,2000,20,1,1000,subset_sum,True
mckp,478440.0,circle_1000-rnduniform-rnduniform-1000-20-4,feasible,24.84593831,1000,20,4,1000,circle,True
compact,258856.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-1000-20-5,feasible,3600.002207994461,1000,20,5,1000,inverse_strongly_correlated,False
compact,2318634.0,subset_sum_10000-rnduniform-rnduniform-1000-20-2,feasible,0.0203731060028076,1000,20,2,10000,subset_sum,True
compact,148196.0,almost_strongly_correlated_10000-rnduniform-rnduniform-50-20-5,feasible,0.056359052658081,50,20,5,10000,almost_strongly_correlated,True
compact,915809.0,circle_10000-rnduniform-rnduniform-200-20-2,feasible,0.0660340785980224,200,20,2,10000,circle,True
compact,802750.0,span_weakly_correlated_10000-rnduniform-rnduniform-500-100-0,feasible,0.0512340068817138,500,100,0,10000,span_weakly_correlated,True
compact,449337.0,profit_ceiling_1000-rnduniform-rnduniform-2000-20-1,feasible,0.01363205909729,2000,20,1,1000,profit_ceiling,True
mckp,1347703.0,subset_sum_10000-rnduniform-rnduniform-500-20-7,feasible,37.515783056,500,20,7,10000,subset_sum,True
compact,487276.0,weakly_correlated_1000-rnduniform-rnduniform-2000-20-0,feasible,0.1292629241943359,2000,20,0,1000,weakly_correlated,True
compact,264819.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-100-20-4,feasible,0.185776948928833,100,20,4,10000,inverse_strongly_correlated,True
compact,76649.0,mstr_1000-rnduniform-rnduniform-200-20-4,feasible,0.1814649105072021,200,20,4,1000,mstr,True
mckp,328908.0,uncorrelated_10000-rnduniform-rnduniform-100-20-3,feasible,2.626453757,100,20,3,10000,uncorrelated,True
compact,352818.0,span_uncorrelated_10000-rnduniform-rnduniform-100-20-1,feasible,0.0792100429534912,100,20,1,10000,span_uncorrelated,True
compact,4471279.0,span_uncorrelated_10000-rnduniform-rnduniform-2000-100-5,feasible,3600.001736164093,2000,100,5,10000,span_uncorrelated,False
mckp,2430771.0,profit_ceiling_10000-rnduniform-rnduniform-1000-100-4,feasible,26.937485406,1000,100,4,10000,profit_ceiling,True
mckp,2837517.0,span_weakly_correlated_10000-rnduniform-rnduniform-1000-100-8,feasible,25.635522204999997,1000,100,8,10000,span_weakly_correlated,True
mckp,5504866.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-100-7,feasible,85.491872908,2000,100,7,10000,inverse_strongly_correlated,True
mckp,803839.0,uncorrelated_1000-rnduniform-rnduniform-2000-100-6,feasible,10.253437736,2000,100,6,1000,uncorrelated,True
compact,739434.0,span_weakly_correlated_10000-rnduniform-rnduniform-200-20-2,feasible,0.2015349864959716,200,20,2,10000,span_weakly_correlated,True
compact,616795.0,strongly_correlated_10000-rnduniform-rnduniform-200-20-3,feasible,0.2298779487609863,200,20,3,10000,strongly_correlated,True
compact,933531.0,circle_1000-rnduniform-rnduniform-2000-100-3,feasible,0.2449958324432373,2000,100,3,1000,circle,False
mckp,27280.0,span_weakly_correlated_1000-rnduniform-rnduniform-200-20-0,feasible,0.19202383,200,20,0,1000,span_weakly_correlated,True
compact,87040.0,span_uncorrelated_1000-rnduniform-rnduniform-200-20-9,feasible,0.0101170539855957,200,20,9,1000,span_uncorrelated,True
mckp,180175.0,span_uncorrelated_1000-rnduniform-rnduniform-500-20-3,feasible,2.659666825,500,20,3,1000,span_uncorrelated,True
compact,307028.0,span_uncorrelated_1000-rnduniform-rnduniform-500-20-4,feasible,0.284243106842041,500,20,4,1000,span_uncorrelated,True
compact,402120.0,uncorrelated_10000-rnduniform-rnduniform-100-20-8,feasible,0.0094101428985595,100,20,8,10000,uncorrelated,True
mckp,130942.0,span_strongly_correlated_10000-rnduniform-rnduniform-50-20-3,feasible,1.208888896,50,20,3,10000,span_strongly_correlated,True
compact,263082.0,subset_sum_1000-rnduniform-rnduniform-1000-20-9,feasible,0.0068790912628173,1000,20,9,1000,subset_sum,True
mckp,49520.0,weakly_correlated_1000-rnduniform-rnduniform-200-20-2,feasible,0.287353168,200,20,2,1000,weakly_correlated,True
mckp,541342.0,strongly_correlated_10000-rnduniform-rnduniform-200-100-0,feasible,4.959904258,200,100,0,10000,strongly_correlated,True
mckp,317464.0,strongly_correlated_1000-rnduniform-rnduniform-1000-100-6,feasible,1.6123464010000002,1000,100,6,1000,strongly_correlated,True
compact,2255029.0,subset_sum_10000-rnduniform-rnduniform-1000-500-0,feasible,0.0094740390777587,1000,500,0,10000,subset_sum,True
mckp,529867.0,weakly_correlated_1000-rnduniform-rnduniform-2000-20-3,feasible,222.717406542,2000,20,3,1000,weakly_correlated,True
mckp,234643.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-100-20-3,feasible,3.650206461,100,20,3,10000,inverse_strongly_correlated,True
mckp,2620108.0,weakly_correlated_10000-rnduniform-rnduniform-1000-20-3,feasible,481.849959291,1000,20,3,10000,weakly_correlated,True
mckp,374574.0,mstr_1000-rnduniform-rnduniform-1000-100-3,feasible,3.393742618,1000,100,3,1000,mstr,True
mckp,78628.0,mstr_1000-rnduniform-rnduniform-200-20-6,feasible,0.320222692,200,20,6,1000,mstr,True
mckp,2142905.0,uncorrelated_10000-rnduniform-rnduniform-500-20-9,feasible,40.261757808,500,20,9,10000,uncorrelated,True
compact,5198400.0,mstr_10000-rnduniform-rnduniform-2000-100-4,feasible,0.3062779903411865,2000,100,4,10000,mstr,False
compact,10357692.0,circle_10000-rnduniform-rnduniform-2000-20-9,feasible,3600.0018379688263,2000,20,9,10000,circle,False
compact,344301.0,uncorrelated_similar-rnduniform-rnduniform-1000-20-0,feasible,0.0351810455322265,1000,20,0,100000,uncorrelated_similar,True
compact,629500.0,uncorrelated_10000-rnduniform-rnduniform-200-100-0,feasible,0.0031120777130126,200,100,0,10000,uncorrelated,True
compact,131122.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-500-20-6,feasible,24.597678184509277,500,20,6,1000,inverse_strongly_correlated,True
mckp,1013538.0,circle_10000-rnduniform-rnduniform-200-20-8,feasible,5.588520211,200,20,8,10000,circle,True
mckp,817042.0,uncorrelated_1000-rnduniform-rnduniform-2000-20-7,feasible,335.432449057,2000,20,7,1000,uncorrelated,True
mckp,794932.0,uncorrelated_1000-rnduniform-rnduniform-2000-100-5,feasible,10.506824423,2000,100,5,1000,uncorrelated,True
mckp,81515.0,circle_1000-rnduniform-rnduniform-200-100-1,feasible,0.263402377,200,100,1,1000,circle,True
mckp,275335.0,subset_sum_10000-rnduniform-rnduniform-100-20-7,feasible,2.33019215,100,20,7,10000,subset_sum,True
mckp,7579644.0,span_strongly_correlated_10000-rnduniform-rnduniform-2000-100-8,feasible,97.685240759,2000,100,8,10000,span_strongly_correlated,True
compact,559438.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-20-7,feasible,0.0125818252563476,1000,20,7,1000,span_weakly_correlated,True
compact,134984.0,subset_sum_1000-rnduniform-rnduniform-500-20-6,feasible,0.0131919384002685,500,20,6,1000,subset_sum,True
mckp,289453.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-1000-100-9,feasible,2.275648484,1000,100,9,1000,inverse_strongly_correlated,True
mckp,258667.0,weakly_correlated_10000-rnduniform-rnduniform-100-20-1,feasible,2.361135326,100,20,1,10000,weakly_correlated,True
compact,5159560.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-100-4,feasible,3600.0016689300537,2000,100,4,10000,inverse_strongly_correlated,False
mckp,410330.0,uncorrelated_1000-rnduniform-rnduniform-1000-100-8,feasible,1.426464319,1000,100,8,1000,uncorrelated,True
compact,200962.0,span_strongly_correlated_10000-rnduniform-rnduniform-100-20-2,feasible,0.0289361476898193,100,20,2,10000,span_strongly_correlated,True
compact,665100.0,span_uncorrelated_1000-rnduniform-rnduniform-1000-20-9,feasible,0.0273220539093017,1000,20,9,1000,span_uncorrelated,True
compact,2983521.0,strongly_correlated_10000-rnduniform-rnduniform-1000-100-2,feasible,0.0632288455963134,1000,100,2,10000,strongly_correlated,False
mckp,2508390.0,mstr_10000-rnduniform-rnduniform-1000-20-2,feasible,308.93129218800004,1000,20,2,10000,mstr,True
compact,63365.0,almost_strongly_correlated_1000-rnduniform-rnduniform-200-20-7,feasible,0.0347969532012939,200,20,7,1000,almost_strongly_correlated,True
mckp,683904.0,almost_strongly_correlated_1000-rnduniform-rnduniform-2000-20-9,feasible,158.581105959,2000,20,9,1000,almost_strongly_correlated,True
compact,474904.0,span_strongly_correlated_1000-rnduniform-rnduniform-2000-100-7,feasible,3600.001140832901,2000,100,7,1000,span_strongly_correlated,False
compact,7808995.0,span_strongly_correlated_10000-rnduniform-rnduniform-2000-20-6,feasible,3600.0014131069183,2000,20,6,10000,span_strongly_correlated,False
compact,2793220.0,weakly_correlated_10000-rnduniform-rnduniform-1000-20-6,feasible,0.1820809841156005,1000,20,6,10000,weakly_correlated,False
mckp,1380628.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-500-20-7,feasible,40.648211072,500,20,7,10000,inverse_strongly_correlated,True
compact,236851.0,subset_sum_1000-rnduniform-rnduniform-1000-100-4,feasible,0.0198330879211425,1000,100,4,1000,subset_sum,True
compact,6123401.0,almost_strongly_correlated_10000-rnduniform-rnduniform-2000-20-3,feasible,0.0650489330291748,2000,20,3,10000,almost_strongly_correlated,False
mckp,5390327.0,subset_sum_10000-rnduniform-rnduniform-2000-100-9,feasible,137.994773487,2000,100,9,10000,subset_sum,True
compact,951290.0,circle_1000-rnduniform-rnduniform-2000-20-2,feasible,907.9960021972656,2000,20,2,1000,circle,False
compact,91704.0,circle_1000-rnduniform-rnduniform-200-20-3,feasible,0.0318310260772705,200,20,3,1000,circle,True
mckp,769714.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-20-6,feasible,80.711805555,2000,20,6,1000,span_uncorrelated,True
compact,2522385.0,subset_sum_10000-rnduniform-rnduniform-1000-100-7,feasible,0.0230019092559814,1000,100,7,10000,subset_sum,True
compact,1532330.0,almost_strongly_correlated_10000-rnduniform-rnduniform-500-20-6,feasible,1.319509983062744,500,20,6,10000,almost_strongly_correlated,False
mckp,21639.0,profit_ceiling_1000-rnduniform-rnduniform-100-20-0,feasible,0.188700009,100,20,0,1000,profit_ceiling,True
mckp,715476.0,uncorrelated_similar-rnduniform-rnduniform-2000-20-3,feasible,4599.850789149,2000,20,3,100000,uncorrelated_similar,False
mckp,207675.0,span_weakly_correlated_1000-rnduniform-rnduniform-500-20-4,feasible,3.60117735,500,20,4,1000,span_weakly_correlated,True
mckp,70055.0,mstr_1000-rnduniform-rnduniform-200-100-3,feasible,0.397858405,200,100,3,1000,mstr,True
compact,276196.0,weakly_correlated_1000-rnduniform-rnduniform-1000-20-6,feasible,0.0286569595336914,1000,20,6,1000,weakly_correlated,True
mckp,203555.0,span_strongly_correlated_1000-rnduniform-rnduniform-500-20-2,feasible,2.897298355,500,20,2,1000,span_strongly_correlated,True
